AVIR,"Aviragen Therapeutics, Inc.",NASDAQ,$20.87M,$8158.86,Health Care
CYD,China Yuchai International Limited,NYSE,$753.17M,$8021.23,Energy
ARW,"Arrow Electronics, Inc.",NYSE,$6.85B,$4240.63,Consumer Non-Durables
APLP,"Archrock Partners, L.P.",NASDAQ,$930.51M,$3055.88,Public Utilities
CAKE,The Cheesecake Factory Incorporated,NASDAQ,$2.54B,$7303.72,Consumer Services
KOPN,Kopin Corporation,NASDAQ,$266.19M,$7872.46,Technology
GPE^A,Georgia Power Company,NYSE,n/a,$6381.83,Public Utilities
SPE^B,Special Opportunities Fund Inc.,NYSE,n/a,$2554.37,n/a
KMB,Kimberly-Clark Corporation,NYSE,$46.22B,$4525.02,Consumer Durables
CERN,Cerner Corporation,NASDAQ,$21.82B,$1812.41,Technology
TSI,"TCW Strategic Income Fund, Inc.",NYSE,$271.82M,$5809.73,n/a
BCS,Barclays PLC,NYSE,$44.14B,$9711.51,Finance
VKQ,Invesco Municipal Trust,NYSE,$710.31M,$5894.25,n/a
ITG,"Investment Technology Group, Inc.",NYSE,$717.59M,$2075.43,Finance
NEOT,"Neothetics, Inc.",NASDAQ,$26.56M,$7577.55,Health Care
MAT,"Mattel, Inc.",NASDAQ,$7.1B,$6009.79,Consumer Non-Durables
BTA,BlackRock Long-Term Municipal Advantage Trust,NYSE,$159.86M,$9808.25,n/a
BOMN,Boston Omaha Corporation,NASDAQ,n/a,$6452.99,n/a
AU,AngloGold Ashanti Limited,NYSE,$4.21B,$8555.79,Basic Industries
AGNCP,AGNC Investment Corp.,NASDAQ,n/a,$2118.81,Consumer Services
ING,"ING Group, N.V.",NYSE,$65.86B,$4293.30,Finance
RGA,"Reinsurance Group of America, Incorporated",NYSE,$8.29B,$8196.03,Finance
SWIR,"Sierra Wireless, Inc.",NASDAQ,$940.61M,$1291.78,Technology
FAB,First Trust Multi Cap Value AlphaDEX Fund,NASDAQ,$109.6M,$3446.94,n/a
PBR.A,Petroleo Brasileiro S.A.- Petrobras,NYSE,n/a,$6925.46,n/a
PCN,Pimco Corporate & Income Stategy Fund,NYSE,$666.31M,$8789.73,n/a
CERCW,Cerecor Inc.,NASDAQ,n/a,$2341.27,Health Care
BSX,Boston Scientific Corporation,NYSE,$38B,$2313.10,Health Care
MS^E,Morgan Stanley,NYSE,n/a,$2836.26,n/a
ESTE,"Earthstone Energy, Inc.",NYSE,$608.38M,$6734.24,Energy
MMI,"Marcus & Millichap, Inc.",NYSE,$973.21M,$1611.67,Finance
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",NYSE,$126.72M,$6449.07,n/a
AEZS,AEterna Zentaris Inc.,NASDAQ,$13.87M,$8747.66,Health Care
TVTY,"Tivity Health, Inc.",NASDAQ,$1.47B,$5152.44,Health Care
TXRH,"Texas Roadhouse, Inc.",NASDAQ,$3.5B,$9031.07,Consumer Services
GCP,GCP Applied Technologies Inc.,NYSE,$2.17B,$9463.12,Basic Industries
PRTK,"Paratek Pharmaceuticals, Inc. ",NASDAQ,$618.42M,$7134.64,Health Care
LNCE,"Snyder's-Lance, Inc.",NASDAQ,$3.44B,$1970.66,Consumer Non-Durables
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,NYSE,$1.73B,$1557.43,n/a
PRIM,Primoris Services Corporation,NASDAQ,$1.27B,$5287.36,Basic Industries
RXDX,"Ignyta, Inc.",NASDAQ,$553.69M,$2508.37,Health Care
COF^C,Capital One Financial Corporation,NYSE,n/a,$4268.08,Finance
OMCL,"Omnicell, Inc.",NASDAQ,$1.61B,$3770.16,Technology
CIBR,First Trust NASDAQ Cybersecurity ETF,NASDAQ,$255.47M,$6856.88,n/a
IBKCP,IBERIABANK Corporation,NASDAQ,n/a,$9910.21,Finance
PCO,Pendrell Corporation,NASDAQ,$157.8M,$8604.91,Miscellaneous
RELV,"Reliv' International, Inc.",NASDAQ,$14.65M,$1315.19,Health Care
PPHM,Peregrine Pharmaceuticals Inc.,NASDAQ,$166.75M,$8530.31,Health Care
DST,"DST Systems, Inc.",NYSE,$7.32B,$7501.41,Technology
CHA,China Telecom Corp Ltd,NYSE,$39.48B,$3996.11,Public Utilities
ENLC,"EnLink Midstream, LLC",NYSE,$2.92B,$4832.18,Public Utilities
FPH,"Five Point Holdings, LLC",NYSE,$887.55M,$2607.51,Finance
ECYT,"Endocyte, Inc.",NASDAQ,$64.56M,$3189.04,Health Care
GDL^B,The GDL Fund,NYSE,n/a,$9758.02,n/a
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",NYSE,$5.93B,$9868.86,Transportation
ASRVP,AmeriServ Financial Inc.,NASDAQ,n/a,$2049.21,Finance
HLT,Hilton Worldwide Holdings Inc.,NYSE,$21.7B,$6464.42,Consumer Services
TESS,TESSCO Technologies Incorporated,NASDAQ,$110.38M,$1662.31,Consumer Non-Durables
MRDNW,"Meridian Waste Solutions, Inc",NASDAQ,n/a,$9634.49,Basic Industries
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,NYSE,$961.1M,$2264.45,n/a
BHACW,Barington/Hilco Acquisition Corp.,NASDAQ,n/a,$9781.85,Finance
MIDD,The Middleby Corporation,NASDAQ,$7.55B,$5021.28,Technology
NVLS,"Nivalis Therapeutics, Inc.",NASDAQ,$34.44M,$6611.04,Health Care
LBTYA,Liberty Global plc,NASDAQ,$25.01B,$4380.23,Consumer Services
PDCE,"PDC Energy, Inc.",NASDAQ,$3B,$4270.25,Energy
ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,$3.97B,$6280.47,Health Care
MCO,Moody's Corporation,NYSE,$23.39B,$6648.65,Finance
RIG,Transocean Ltd.,NYSE,$3.37B,$5221.05,Energy
COGT,"Cogint, Inc.",NASDAQ,$249.26M,$1841.97,Consumer Services
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,NYSE,$404.02M,$2592.82,n/a
CBSHP,"Commerce Bancshares, Inc.",NASDAQ,$2.4B,$1487.35,Finance
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",NYSE,n/a,$8603.68,Consumer Services
THR,"Thermon Group Holdings, Inc.",NYSE,$608.57M,$2902.63,Energy
AMD,"Advanced Micro Devices, Inc.",NASDAQ,$10.81B,$7953.81,Technology
PCO,Pendrell Corporation,NASDAQ,$157.8M,$7125.50,Miscellaneous
INN^B,"Summit Hotel Properties, Inc.",NYSE,n/a,$5631.70,n/a
WAGE,"WageWorks, Inc.",NYSE,$2.67B,$1447.34,Miscellaneous
EXPD,"Expeditors International of Washington, Inc.",NASDAQ,$10.27B,$3779.19,Transportation
MPV,Barings Participation Investors,NYSE,$146.29M,$4936.15,n/a
BAM,Brookfield Asset Management Inc,NYSE,$37.85B,$2684.80,Consumer Services
CATB,"Catabasis Pharmaceuticals, Inc.",NASDAQ,$29.21M,$7699.12,Health Care
CYRX,"CryoPort, Inc.",NASDAQ,$112.21M,$2658.66,Transportation
PVG,"Pretium Resources, Inc.",NYSE,$1.61B,$9725.63,Basic Industries
FNY,First Trust Mid Cap Growth AlphaDEX Fund,NASDAQ,$93.37M,$6920.06,n/a
ACSF,"American Capital Senior Floating, Ltd.",NASDAQ,$125.5M,$9302.81,n/a
INSI,Insight Select Income Fund,NYSE,$211.52M,$7251.33,n/a
WIN,"Windstream Holdings, Inc.",NASDAQ,$864.84M,$4062.27,Public Utilities
HGV,Hilton Grand Vacations Inc.,NYSE,$3.62B,$7437.48,Consumer Services
CNMD,CONMED Corporation,NASDAQ,$1.42B,$2649.29,Health Care
GRA,W.R. Grace & Co.,NYSE,$4.82B,$2365.73,Basic Industries
EPR^F,EPR Properties,NYSE,n/a,$3501.49,n/a
IPGP,IPG Photonics Corporation,NASDAQ,$7.53B,$3538.68,Technology
SBNY,Signature Bank,NASDAQ,$7.87B,$6955.88,Finance
WDC,Western Digital Corporation,NASDAQ,$25.37B,$7300.00,Technology
NVIV,InVivo Therapeutics Holdings Corp.,NASDAQ,$69.13M,$6130.73,Health Care
KBAL,"Kimball International, Inc.",NASDAQ,$629.83M,$3129.62,Consumer Durables
BGT,Blackrock Global,NYSE,$334.83M,$8483.42,n/a
PRH,"Prudential Financial, Inc.",NYSE,n/a,$8048.63,Finance
ECL,Ecolab Inc.,NYSE,$38.95B,$2409.60,Basic Industries
GPE^A,Georgia Power Company,NYSE,n/a,$1193.68,Public Utilities
CLNS^G,"Colony NorthStar, Inc.",NYSE,n/a,$6507.77,n/a
BAC^Y,Bank of America Corporation,NYSE,n/a,$9944.23,Finance
EIG,Employers Holdings Inc,NYSE,$1.37B,$7730.43,Finance
IRIX,IRIDEX Corporation,NASDAQ,$104.02M,$1891.35,Health Care
TPC,Tutor Perini Corporation,NYSE,$1.32B,$8511.65,Basic Industries
DJCO,Daily Journal Corp. (S.C.),NASDAQ,$295.19M,$7548.24,Consumer Services
CFI,"Culp, Inc.",NYSE,$415.62M,$6183.72,Basic Industries
MHLD,"Maiden Holdings, Ltd.",NASDAQ,$982.38M,$6942.02,Finance
VER,VEREIT Inc.,NYSE,$8.15B,$7784.57,Consumer Services
ATRO,Astronics Corporation,NASDAQ,$883.27M,$8948.59,Capital Goods
LINDW,Lindblad Expeditions Holdings Inc. ,NASDAQ,n/a,$4788.90,Consumer Services
MMU,"Western Asset Managed Municipals Fund, Inc.",NYSE,$598.91M,$8507.41,n/a
BRO,"Brown & Brown, Inc.",NYSE,$6.22B,$3893.81,Finance
DSX^B,Diana Shipping inc.,NYSE,n/a,$1807.36,n/a
KOS,Kosmos Energy Ltd.,NYSE,$2.4B,$4707.28,Energy
COWN,Cowen Inc.,NASDAQ,$475.98M,$3896.05,Finance
NYLD.A,"NRG Yield, Inc.",NYSE,n/a,$6313.14,n/a
AMNB,"American National Bankshares, Inc.",NASDAQ,$330M,$3901.71,Finance
MAS,Masco Corporation,NYSE,$12.32B,$1227.70,Basic Industries
GNBC,"Green Bancorp, Inc.",NASDAQ,$736.42M,$8398.48,Finance
HUNTW,Hunter Maritime Acquisition Corp.,NASDAQ,n/a,$8294.70,Transportation
STAA,STAAR Surgical Company,NASDAQ,$392.95M,$1723.81,Health Care
CSTM,Constellium N.V.,NYSE,$702.12M,$5033.72,Basic Industries
ACNB,ACNB Corporation,NASDAQ,$176.55M,$5319.31,Finance
RHT,"Red Hat, Inc.",NYSE,$15.62B,$6976.39,Technology
SN,Sanchez Energy Corporation,NYSE,$618.24M,$1527.77,Energy
VONV,Vanguard Russell 1000 Value ETF,NASDAQ,$1.07B,$3884.14,n/a
CTW,Qwest Corporation,NYSE,n/a,$8111.28,Public Utilities
ABMD,"ABIOMED, Inc.",NASDAQ,$6.28B,$1312.67,Health Care
CYD,China Yuchai International Limited,NYSE,$753.17M,$8003.17,Energy
PWOD,"Penns Woods Bancorp, Inc.",NASDAQ,$195.66M,$2628.19,Finance
SFR,Colony Starwood Homes,NYSE,$4.37B,$1226.33,Consumer Services
PRQR,ProQR Therapeutics N.V.,NASDAQ,$118.13M,$9049.60,Health Care
CAKE,The Cheesecake Factory Incorporated,NASDAQ,$2.54B,$9288.03,Consumer Services
FANH,Fanhua Inc.,NASDAQ,$554.47M,$6167.91,Finance
TKC,Turkcell Iletisim Hizmetleri AS,NYSE,$7.2B,$3591.54,Public Utilities
AMRN,Amarin Corporation plc,NASDAQ,$797.81M,$1480.97,Health Care
APB,"Asia Pacific Fund, Inc. (The)",NYSE,$130.23M,$2853.43,n/a
TST,"TheStreet, Inc.",NASDAQ,$30.31M,$4597.80,Consumer Services
FNWB,First Northwest Bancorp,NASDAQ,$204.36M,$9354.02,Finance
CERCW,Cerecor Inc.,NASDAQ,n/a,$6999.99,Health Care
AMRS,"Amyris, Inc.",NASDAQ,$60.84M,$6206.60,Basic Industries
ARDX,"Ardelyx, Inc.",NASDAQ,$206.13M,$2089.43,Health Care
AEZS,AEterna Zentaris Inc.,NASDAQ,$13.87M,$6980.13,Health Care
PBI,Pitney Bowes Inc.,NYSE,$2.84B,$2812.03,Miscellaneous
SLP,"Simulations Plus, Inc.",NASDAQ,$206.03M,$4098.14,Technology
BNED,"Barnes & Noble Education, Inc",NYSE,$478.88M,$4691.36,Consumer Services
NHLDW,National Holdings Corporation,NASDAQ,n/a,$4806.35,Finance
MS,Morgan Stanley,NYSE,$82.28B,$2514.26,Finance
SHLD,Sears Holdings Corporation,NASDAQ,$715.46M,$9135.36,Consumer Services
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",NYSE,$763.43M,$2026.63,n/a
CRAI,"CRA International,Inc.",NASDAQ,$302.35M,$6877.94,Miscellaneous
STI,"SunTrust Banks, Inc.",NYSE,$27.15B,$7781.01,Finance
TGLS,Tecnoglass Inc.,NASDAQ,$308.09M,$3699.49,Consumer Durables
SSKN,"Strata Skin Sciences, Inc.",NASDAQ,$6.36M,$2468.41,Health Care
BBRG,"Bravo Brio Restaurant Group, Inc.",NASDAQ,$69.74M,$1028.08,Consumer Services
VLY,Valley National Bancorp,NYSE,$3.11B,$6123.11,Finance
FCE.A,"Forest City Realty Trust, Inc.",NYSE,n/a,$7654.70,n/a
SINA,Sina Corporation,NASDAQ,$6.1B,$3510.52,Technology
ASFI,"Asta Funding, Inc.",NASDAQ,$56.44M,$3109.90,Finance
TRK,"Speedway Motorsports, Inc.",NYSE,$760.1M,$9151.23,Consumer Services
AFSI,"AmTrust Financial Services, Inc.",NASDAQ,$2.76B,$3020.38,Finance
SPR,"Spirit Aerosystems Holdings, Inc.",NYSE,$6.97B,$3561.98,Capital Goods
UBNT,"Ubiquiti Networks, Inc.",NASDAQ,$3.89B,$1725.26,Technology
NP,"Neenah Paper, Inc.",NYSE,$1.35B,$3257.55,Basic Industries
HRMNW,Harmony Merger Corp.,NASDAQ,n/a,$9081.85,Public Utilities
ASX,"Advanced Semiconductor Engineering, Inc.",NYSE,$10.06B,$7817.99,Technology
NADL,North Atlantic Drilling Ltd.,NYSE,$50.64M,$5011.78,Energy
DTY,DTE Energy Company,NYSE,n/a,$7805.96,Public Utilities
NAD,Nuveen Quality Municipal Income Fund,NYSE,$2.85B,$8668.83,n/a
KYN^F,Kayne Anderson MLP Investment Company,NYSE,n/a,$5510.02,n/a
TMK^C,Torchmark Corporation,NYSE,n/a,$3362.44,n/a
FITB,Fifth Third Bancorp,NASDAQ,$19.11B,$5358.92,Finance
ENPH,"Enphase Energy, Inc.",NASDAQ,$64.89M,$5306.77,Technology
MKC,"McCormick & Company, Incorporated",NYSE,$12.7B,$3898.19,Consumer Non-Durables
NYMTP,"New York Mortgage Trust, Inc.",NASDAQ,n/a,$4510.97,Finance
CCD,Calamos Dynamic Convertible & Income Fund,NASDAQ,$493.06M,$8717.06,n/a
HSNI,"HSN, Inc.",NASDAQ,$1.68B,$5331.72,Consumer Services
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,NASDAQ,$2.25B,$5473.52,Transportation
BBRG,"Bravo Brio Restaurant Group, Inc.",NASDAQ,$69.74M,$1073.67,Consumer Services
SAJA,"Sajan, Inc.",NASDAQ,$27.68M,$6106.85,Miscellaneous
ANF,Abercrombie & Fitch Company,NYSE,$852.24M,$1746.37,Consumer Services
ICCC,ImmuCell Corporation,NASDAQ,$29.97M,$3411.46,Health Care
OUT,OUTFRONT Media Inc.,NYSE,$3.27B,$2989.97,Consumer Services
OSBCP,"Old Second Bancorp, Inc.",NASDAQ,n/a,$9660.03,Finance
ROKA,"Roka Bioscience, Inc.",NASDAQ,$13.52M,$2479.62,Capital Goods
EPD,Enterprise Products Partners L.P.,NYSE,$57.44B,$5827.44,Public Utilities
HE,"Hawaiian Electric Industries, Inc.",NYSE,$3.65B,$1462.41,Public Utilities
HOVNP,Hovnanian Enterprises Inc,NASDAQ,$32.91M,$9591.62,Capital Goods
JEQ,"Aberdeen Japan Equity Fund, Inc. ",NYSE,$115.12M,$8341.46,n/a
ARQL,"ArQule, Inc.",NASDAQ,$79.68M,$7306.11,Health Care
PEI^A,Pennsylvania Real Estate Investment Trust,NYSE,n/a,$1119.54,n/a
ANTX,"Anthem, Inc.",NYSE,$13.93B,$5791.61,Health Care
EBIO,"Eleven Biotherapeutics, Inc.",NASDAQ,$34.58M,$6550.53,Health Care
PSEC,Prospect Capital Corporation,NASDAQ,$2.9B,$9208.99,n/a
HFBL,"Home Federal Bancorp, Inc. of Louisiana",NASDAQ,$48.46M,$6910.38,Finance
FWRD,Forward Air Corporation,NASDAQ,$1.6B,$8102.21,Transportation
USEG,U.S. Energy Corp.,NASDAQ,$4.6M,$1115.78,Energy
STT^G,State Street Corporation,NYSE,n/a,$9742.57,n/a
OPB,Opus Bank,NASDAQ,$795.23M,$3308.30,n/a
IVR^A,Invesco Mortgage Capital Inc.,NYSE,n/a,$1261.27,n/a
DPLO,"Diplomat Pharmacy, Inc.",NYSE,$1.21B,$7920.64,Health Care
ELU,"Entergy Louisiana, Inc.",NYSE,n/a,$5367.65,Public Utilities
FSIC,FS Investment Corporation,NYSE,$2.28B,$2197.71,n/a
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,NASDAQ,$61.54M,$3777.60,n/a
CHT,"Chunghwa Telecom Co., Ltd.",NYSE,$27.64B,$6309.21,Public Utilities
AKTS,"Akoustis Technologies, Inc.",NASDAQ,$173.77M,$9919.17,Public Utilities
KLXI,KLX Inc.,NASDAQ,$2.58B,$6007.08,Capital Goods
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",NYSE,$213.38M,$7714.56,n/a
THG,"The Hanover Insurance Group, Inc.",NYSE,$3.77B,$9060.01,Finance
GMS,GMS Inc.,NYSE,$1.31B,$5583.69,Consumer Services
ORMP,Oramed Pharmaceuticals Inc.,NASDAQ,$98.91M,$1596.69,Health Care
NXST,"Nexstar Media Group, Inc.",NASDAQ,$2.9B,$2743.19,Consumer Services
MAIN,Main Street Capital Corporation,NYSE,$2.18B,$1575.24,n/a
ALLE,Allegion plc,NYSE,$7.77B,$8278.63,Consumer Services
GOODM,Gladstone Commercial Corporation,NASDAQ,n/a,$7884.76,Consumer Services
MMYT,MakeMyTrip Limited,NASDAQ,$1.6B,$3316.46,Consumer Services
OXLCO,Oxford Lane Capital Corp.,NASDAQ,n/a,$7550.69,n/a
CSL,Carlisle Companies Incorporated,NYSE,$6.19B,$7207.37,Basic Industries
LTM,LATAM Airlines Group S.A.,NYSE,$6.79B,$3681.66,Transportation
CBPX,"Continental Building Products, Inc.",NYSE,$927.58M,$9659.95,Capital Goods
PZC,PIMCO California Municipal Income Fund III,NYSE,$283.89M,$4995.30,n/a
FRBK,"Republic First Bancorp, Inc.",NASDAQ,$555.38M,$3810.27,Finance
JOE,St. Joe Company (The),NYSE,$1.26B,$9367.11,Consumer Services
MMSI,"Merit Medical Systems, Inc.",NASDAQ,$1.76B,$2900.35,Health Care
DNKN,"Dunkin' Brands Group, Inc.",NASDAQ,$5.17B,$4957.52,Consumer Services
PSCI,PowerShares S&P SmallCap Industrials Portfolio,NASDAQ,$96.27M,$6721.36,n/a
PFSI,"PennyMac Financial Services, Inc.",NYSE,$387.13M,$4748.70,Finance
ATEN,"A10 Networks, Inc.",NYSE,$575.5M,$8802.05,Technology
MGPI,"MGP Ingredients, Inc.",NASDAQ,$865.57M,$4739.49,Consumer Non-Durables
SF^A,Stifel Financial Corporation,NYSE,n/a,$9295.38,Finance
SPI,"SPI Energy Co., Ltd.",NASDAQ,$50.64M,$8165.73,Technology
ISBC,"Investors Bancorp, Inc.",NASDAQ,$4.23B,$7749.85,Finance
PBR.A,Petroleo Brasileiro S.A.- Petrobras,NYSE,n/a,$8955.01,n/a
RH,RH,NYSE,$1.74B,$9220.54,Consumer Services
EAT,"Brinker International, Inc.",NYSE,$1.85B,$9208.69,Consumer Services
NXTM,"NxStage Medical, Inc.",NASDAQ,$1.54B,$4062.38,Health Care
DRAD,Digirad Corporation,NASDAQ,$77.91M,$4841.99,Health Care
VRAY,"ViewRay, Inc.",NASDAQ,$370.12M,$7460.47,Health Care
MELI,"MercadoLibre, Inc.",NASDAQ,$11.63B,$3379.43,Miscellaneous
CLNS^I,"Colony NorthStar, Inc.",NYSE,n/a,$6135.11,n/a
JASN,"Jason Industries, Inc.",NASDAQ,$33.43M,$4541.44,Consumer Durables
CFBI,"Community First Bancshares, Inc.",NASDAQ,$98.15M,$2182.95,n/a
GTYHW,"GTY Technology Holdings, Inc.",NASDAQ,n/a,$8504.48,Finance
EBIO,"Eleven Biotherapeutics, Inc.",NASDAQ,$34.58M,$7851.86,Health Care
LOR,"Lazard World Dividend & Income Fund, Inc.",NYSE,$76.04M,$6082.96,n/a
NLNK,NewLink Genetics Corporation,NASDAQ,$178.86M,$1919.06,Health Care
DDR^K,DDR Corp.,NYSE,n/a,$2563.11,n/a
TBNK,Territorial Bancorp Inc.,NASDAQ,$309.27M,$1104.73,Finance
VALX,Validea Market Legends ETF,NASDAQ,$22.64M,$9580.43,n/a
ECPG,Encore Capital Group Inc,NASDAQ,$996.04M,$9882.56,Finance
IDCC,"InterDigital, Inc.",NASDAQ,$2.76B,$8211.08,Miscellaneous
HBAN,Huntington Bancshares Incorporated,NASDAQ,$14.37B,$8772.14,Finance
IMPV,"Imperva, Inc.",NASDAQ,$1.61B,$8799.93,Technology
ZNGA,Zynga Inc.,NASDAQ,$3.17B,$4052.10,Technology
ASA,ASA Gold and Precious Metals Limited,NYSE,$222.22M,$4699.32,n/a
BOE,Blackrock Global,NYSE,$927.6M,$2083.59,n/a
TMUS,"T-Mobile US, Inc.",NASDAQ,$52.45B,$6356.59,Public Utilities
FNTEU,FinTech Acquisition Corp. II,NASDAQ,n/a,$2981.18,Finance
BASI,"Bioanalytical Systems, Inc.",NASDAQ,$13.02M,$9923.02,Health Care
DX,"Dynex Capital, Inc.",NYSE,$354.27M,$3817.78,Consumer Services
MMAC,"MMA Capital Management, LLC",NASDAQ,$132.13M,$2107.62,Finance
UHS,"Universal Health Services, Inc.",NYSE,$11.13B,$9929.80,Health Care
CPSH,CPS Technologies Corp.,NASDAQ,$15.84M,$8813.98,Capital Goods
BRK.A,Berkshire Hathaway Inc.,NYSE,n/a,$4164.39,n/a
MFSF,MutualFirst Financial Inc.,NASDAQ,$256.68M,$8760.68,Finance
EVLV,EVINE Live Inc.,NASDAQ,$67.58M,$7345.16,Consumer Services
BBN,BalckRock Taxable Municipal Bond Trust,NYSE,$1.32B,$2747.96,n/a
SMTX,SMTC Corporation,NASDAQ,$22.36M,$3410.84,Technology
PLCE,"Children's Place, Inc. (The)",NASDAQ,$1.91B,$4599.40,Consumer Services
NSYS,Nortech Systems Incorporated,NASDAQ,$9.15M,$7131.25,Capital Goods
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,NASDAQ,$136.12M,$1493.40,n/a
TKR,Timken Company (The),NYSE,$3.55B,$1413.94,Capital Goods
MANT,ManTech International Corporation,NASDAQ,$1.51B,$9062.03,Consumer Services
COST,Costco Wholesale Corporation,NASDAQ,$73.29B,$5121.01,Consumer Services
ASG,"Liberty All-Star Growth Fund, Inc.",NYSE,$126.15M,$9471.08,n/a
SXE,"Southcross Energy Partners, L.P.",NYSE,$266.52M,$6954.50,Public Utilities
MCHI,iShares MSCI China ETF,NASDAQ,$2.43B,$8439.31,n/a
LIND,Lindblad Expeditions Holdings Inc. ,NASDAQ,$434.29M,$4685.55,Consumer Services
NEE^I,"NextEra Energy, Inc.",NYSE,n/a,$6824.78,n/a
EVLV,EVINE Live Inc.,NASDAQ,$67.58M,$4577.00,Consumer Services
VYMI,Vanguard International High Dividend Yield ETF,NASDAQ,$371.88M,$6640.24,n/a
EP^C,El Paso Corporation,NYSE,n/a,$9837.94,Public Utilities
FRAN,Francesca's Holdings Corporation,NASDAQ,$415.04M,$7317.95,Consumer Services
CMC,Commercial Metals Company,NYSE,$2.17B,$2073.69,Basic Industries
GCP,GCP Applied Technologies Inc.,NYSE,$2.17B,$3343.18,Basic Industries
HCKT,"The Hackett Group, Inc.",NASDAQ,$452.03M,$2699.71,Consumer Services
LWAY,"Lifeway Foods, Inc.",NASDAQ,$157.5M,$8030.95,Consumer Non-Durables
ACV,AllianzGI Diversified Income & Convertible Fund,NYSE,$214.54M,$3002.16,n/a
VIAV,Viavi Solutions Inc.,NASDAQ,$2.57B,$6116.49,Technology
RIBT,RiceBran Technologies,NASDAQ,$9.62M,$5077.38,Consumer Non-Durables
WGP,"Western Gas Equity Partners, LP",NYSE,$9.3B,$9806.34,Public Utilities
DS,Drive Shack Inc.,NYSE,$198.52M,$6278.61,Consumer Services
MMLP,Martin Midstream Partners L.P.,NASDAQ,$688.3M,$9370.15,Energy
INOV,"Inovalon Holdings, Inc.",NASDAQ,$1.99B,$8026.51,Technology
SAEX,"SAExploration Holdings, Inc.",NASDAQ,$33.78M,$3976.34,Energy
PRIM,Primoris Services Corporation,NASDAQ,$1.27B,$4582.77,Basic Industries
MOGLC,Gabelli NextShares Trust,NASDAQ,n/a,$1915.60,n/a
BOX,"Box, Inc.",NYSE,$2.47B,$7112.32,Technology
GEOS,Geospace Technologies Corporation,NASDAQ,$207.39M,$2563.59,Capital Goods
ADRU,BLDRS Europe 100 ADR Index Fund,NASDAQ,$13.85M,$6619.96,n/a
MFSF,MutualFirst Financial Inc.,NASDAQ,$256.68M,$8607.71,Finance
AIY,Apollo Investment Corporation,NYSE,n/a,$1849.35,n/a
VRS,Verso Corporation,NYSE,$130.34M,$2236.36,Basic Industries
GAIN,Gladstone Investment Corporation,NASDAQ,$305.91M,$1387.27,n/a
SWP,"Stanley Black & Decker, Inc.",NYSE,n/a,$6665.92,Capital Goods
OACQ,Origo Acquisition Corporation,NASDAQ,$34.79M,$3553.17,Finance
MNGA,MagneGas Corporation,NASDAQ,$7.87M,$7322.80,Technology
COUP,Coupa Software Incorporated,NASDAQ,$1.65B,$2303.37,Technology
NOVN,"Novan, Inc.",NASDAQ,$62.92M,$7500.11,Health Care
HSII,"Heidrick & Struggles International, Inc.",NASDAQ,$407.51M,$8261.33,Technology
ROSEU,Rosehill Resources Inc.,NASDAQ,n/a,$5318.44,Energy
TGT,Target Corporation,NYSE,$29.03B,$1182.10,Consumer Services
SGMS,Scientific Games Corp,NASDAQ,$2.3B,$8535.86,Technology
RLOG,"Rand Logistics, Inc.",NASDAQ,$6.7M,$2426.26,Consumer Services
TCAP,Triangle Capital Corporation,NYSE,$842.05M,$1818.89,n/a
KFRC,"Kforce, Inc.",NASDAQ,$498.13M,$3652.62,Technology
INFY,Infosys Limited,NYSE,$33.53B,$9041.18,Technology
RY,Royal Bank Of Canada,NYSE,$103.48B,$9808.36,Finance
DNB,Dun & Bradstreet Corporation (The),NYSE,$3.91B,$7807.83,Finance
JRI,Nuveen Real Asset Income and Growth Fund,NYSE,$170.57M,$8076.89,n/a
RMCF,"Rocky Mountain Chocolate Factory, Inc.",NASDAQ,$68.38M,$1169.94,Consumer Non-Durables
INXN,InterXion Holding N.V.,NYSE,$3.12B,$9204.79,Technology
NBR,Nabors Industries Ltd.,NYSE,$2.33B,$8699.11,Energy
IVFVC,Ivy NextShares,NASDAQ,n/a,$9024.94,n/a
HMNY,Helios and Matheson Analytics Inc,NASDAQ,$14.65M,$2664.70,Consumer Services
CASI,"CASI Pharmaceuticals, Inc.",NASDAQ,$55.38M,$7154.60,Health Care
UBP^G,Urstadt Biddle Properties Inc.,NYSE,n/a,$2495.87,n/a
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",NYSE,$309.13M,$9520.50,n/a
MNI,McClatchy Company (The),NYSE,$85.51M,$9235.88,Consumer Services
PIM,Putnam Master Intermediate Income Trust,NYSE,$258.12M,$7191.46,n/a
CDTI,"Clean Diesel Technologies, Inc.",NASDAQ,$44.44M,$7423.56,Capital Goods
